Material	UM	EAN/UPC	Ct	M
1055912	EA	6297000019550	ZE	X
1055913	EA	6297000019789	ZE	X
1055914	EA	6297000019727	ZE	X
1055915	EA	6297000019734	ZE	X
1055916	EA	6297000019802	ZE	X
1055980	EA	6297000019895	ZE	X
1055981	EA	6292554446005	ZE	X
1056569	EA	6291100265954	ZE	X
1056570	EA	6291100265961	ZE	X
1056571	EA	6291100265947	ZE	X
1056670	EA	6291100264742	ZE	X
1056694	EA	5060139430241	ZE	X
1056695	EA	5060139430265	ZE	X
1056696	EA	5060139431019	ZE	X
1056697	EA	5060139430876	ZE	X
1056698	EA	5060424707041	ZE	X
1056699	EA	5060424708604	ZE	X
1056700	EA	5060424707058	ZE	X
1056701	EA	5060424707782	ZE	X
1056702	EA	5060424709502	ZE	X
1056703	EA	5060424705368	ZE	X
1056704	EA	5060424705467	ZE	X
1056705	EA	5060424705535	ZE	X
1056706	EA	749826306742	ZE	X
1056707	EA	749826126517	ZE	X
1056708	EA	749826126487	ZE	X
1056711	EA	6297000808451	ZE	X
1056712	EA	6297000808444	ZE	X
1056713	EA	6297000808437	ZE	X
1056714	EA	5449000247827	ZE	X
1056906	EA	6291003045790	ZE	X
1056907	EA	6291003081965	ZE	X
1056908	EA	6291003203527	ZE	X
1056909	EA	6291003081668	ZE	X
1056910	EA	6291003204579	ZE	X
1056913	EA	6291003081538	ZE	X
1056914	EA	6291003204999	ZE	X
1056948	EA	9501100018144	ZE	X
1057490	EA	8020141296003	ZE	X
1057491	EA	8020141310006	ZE	X
1058151	EA	12000055690	ZE	X
1058152	EA	12000055676	ZE	X
1058475	EA	2706427000001	ZE	X
1058927	EA	7613287527493	ZE	X
1058935	EA	6294017110546	ZE	X
1059336	EA	6294017117583	ZE	X
1059337	EA	6294017118689	ZE	X
2010379	EA	2706711000001	ZE	X
2010380	EA	2706712000001	ZE	X
2010382	EA	2707027000001	ZE	X
2010385	EA	2708474000001	ZE	X
2010386	EA	2709205000001	ZE	X
1059510	EA	6294017113097	ZE	X
1056034	EA	7622100750048	ZE	X
1056035	EA	7622100750079	ZE	X
1056036	EA	7622100750109	ZE	X
1056038	EA	7622100750161	ZE	X
1056039	EA	7622100760184	ZE	X
1056040	EA	7622100761488	ZE	X
1056041	EA	7622100750253	ZE	X
1056042	EA	7622100750222	ZE	X
1056043	EA	7622100750192	ZE	X
1056046	EA	4032900131986	ZE	X
1061018	EA	6291056003457	ZE	X
1062008	EA	6281039101119	ZE	X
1062009	EA	6281039121018	ZE	X
1062010	EA	6281039163216	ZE	X
1062011	EA	6281039163414	ZE	X
1062012	EA	6281039174410	ZE	X
1062013	EA	6281039701012	ZE	X
1062268	EA	6281034913762	ZE	X
1062269	EA	6281034913700	ZE	X
1062270	EA	6281034913731	ZE	X
1062271	EA	6281034913670	ZE	X
1062314	EA	6281034913533	ZE	X
1062437	EA	8682790000440	ZE	X
1062438	EA	8682790000471	ZE	X
1062439	EA	8682790000419	ZE	X
1062851	EA	80820956	ZE	X
1062852	EA	80833468	ZE	X
1063390	EA	6291100313068	ZE	X
1063391	EA	6291100313099	ZE	X
1063392	EA	9555604401742	ZE	X
1063393	EA	9555604401735	ZE	X
1063394	EA	9555604401728	ZE	X
1063395	EA	9555604401711	ZE	X
1063396	EA	6291100313211	ZE	X
1063397	EA	6291100313198	ZE	X
1063398	EA	6291100313204	ZE	X
1063399	EA	6291100313181	ZE	X
1063504	EA	750258494280	ZE	X
1063505	EA	750258494297	ZE	X
1063506	EA	750258494303	ZE	X
1063525	EA	6210514032150	ZE	X
1063581	EA	5011053025983	ZE	X
1097840	EA	6294015548556	ZE	X
1097841	EA	6294015548563	ZE	X
1097842	EA	6294015548570	ZE	X
1097843	EA	4902508802062	ZE	X
1097844	EA	4902508801638	ZE	X
1097845	EA	4902508254014	ZE	X
1097846	EA	4902508254007	ZE	X
1097847	EA	4902508253987	ZE	X
1097848	EA	4902508253994	ZE	X
1097849	EA	4902508253901	ZE	X
1097850	EA	5055810048525	ZE	X
1097851	EA	5055810048501	ZE	X
1097852	EA	6291104421493	ZE	X
1097853	EA	6291104422308	ZE	X
1097854	EA	6291104422261	ZE	X
1097857	EA	8901043017746	ZE	X
1097858	EA	8901043017739	ZE	X
1097859	EA	8901043017760	ZE	X
1097860	EA	8901043017753	ZE	X
1097866	EA	5449000331373	ZE	X
1097867	EA	5449000331366	ZE	X
1097868	EA	5449000331380	ZE	X
1097869	EA	5449000331397	ZE	X
1097870	EA	5449000331403	ZE	X
1097878	EA	8906163073764	ZE	X
1097879	EA	8906163073801	ZE	X
1097880	EA	6281007069717	ZE	X
1097881	EA	6281007069724	ZE	X
1097882	EA	6281007069731	ZE	X
1097883	EA	6291101031640	ZE	X
1097884	EA	8700216577601	ZE	X
1097885	EA	8700216559430	ZE	X
1097886	EA	8700216576734	ZE	X
1097887	EA	4009900550420	ZE	X
1097888	EA	4009900550666	ZE	X
1097889	EA	4009900550697	ZE	X
1097890	EA	6221134012088	ZE	X
1097891	EA	6221134012194	ZE	X
1097892	EA	6221134012224	ZE	X
1097900	EA	6290360452869	ZE	X
1097901	EA	5055810014483	ZE	X
1097902	EA	5055810038168	ZE	X
1097903	EA	5055810041922	ZE	X
1097904	EA	5055810041960	ZE	X
1097905	EA	5055810041946	ZE	X
1097906	EA	5055810045357	ZE	X
1097907	EA	5055810045340	ZE	X
1097908	EA	5055810045333	ZE	X
1097909	EA	5055810046286	ZE	X
1097910	EA	5055810046293	ZE	X
1097911	EA	5055810046309	ZE	X
1097912	EA	5055810046316	ZE	X
1097913	EA	1568023421527	ZE	X
1097914	EA	7268039181548	ZE	X
1097915	EA	690277657689	ZE	X
1097916	EA	690277657696	ZE	X
1097917	EA	690277657702	ZE	X
1097918	EA	3579091854832	ZE	X
1097919	EA	6291023613900	ZE	X
1097920	EA	4568039181009	ZE	X
1097921	EA	6291023613740	ZE	X
1097922	EA	6291023613733	ZE	X
1097923	EA	884978810379	ZE	X
1097924	EA	884978810416	ZE	X
1097925	EA	884978810386	ZE	X
1097926	EA	884978810393	ZE	X
1097927	EA	884978810430	ZE	X
1097928	EA	884978810454	ZE	X
1097929	EA	884978810317	ZE	X
1097930	EA	884978810324	ZE	X
1097931	EA	884978810041	ZE	X
1097932	EA	884978810461	ZE	X
1097933	EA	884978810478	ZE	X
1097934	EA	884978810119	ZE	X
1097935	EA	884978810157	ZE	X
1097936	EA	884978810027	ZE	X
1097937	EA	884978810232	ZE	X
1097938	EA	884978810201	ZE	X
1097939	EA	884978810287	ZE	X
1097940	EA	884978810270	ZE	X
1097941	EA	884978810539	ZE	X
1097942	EA	884978810300	ZE	X
1097943	EA	884978810072	ZE	X
1097944	EA	884978350424	ZE	X
1097945	EA	884978350615	ZE	X
1097946	EA	884978350417	ZE	X
1097947	EA	884978350554	ZE	X
1097948	EA	884978350578	ZE	X
1097949	EA	884978350448	ZE	X
1097950	EA	884978350455	ZE	X
1097951	EA	884978350462	ZE	X
1097952	EA	884978350585	ZE	X
1097953	EA	884978350592	ZE	X
1097954	EA	884978350493	ZE	X
1097955	EA	884978510873	ZE	X
1097956	EA	884978510880	ZE	X
1097958	EA	884978221298	ZE	X
1097959	EA	884978221045	ZE	X
1097960	EA	884978311593	ZE	X
1097961	EA	6971536898505	ZE	X
1097962	EA	6971536895023	ZE	X
1097963	EA	6971536896006	ZE	X
1097964	EA	6971536896020	ZE	X
1097965	EA	6971536891018	ZE	X
1097966	EA	4000196001184	ZE	X
1097968	EA	6291109121367	ZE	X
1097969	EA	6291109121374	ZE	X
1097970	EA	6291109121329	ZE	X
1097971	EA	6291109121350	ZE	X
1097972	EA	6291109121336	ZE	X
1097973	EA	8868201900039	ZE	X
1097974	EA	6927527410229	ZE	X
1097975	EA	6927527410228	ZE	X
1097976	EA	6927527410201	ZE	X
1097977	EA	850014724520	ZE	X
1097978	EA	850014724514	ZE	X
1097979	EA	850014724511	ZE	X
1097980	EA	6464649028100	ZE	X
1097981	EA	6927527410225	ZE	X
1097982	EA	6464647651430	ZE	X
1097983	EA	6464647811964	ZE	X
1097984	EA	6900445611232	ZE	X
1097985	EA	6900445611218	ZE	X
1097986	EA	6464651528933	ZE	X
1097987	EA	850014724518	ZE	X
1097988	EA	6464647651436	ZE	X
1097989	EA	850014724513	ZE	X
1097990	EA	6464647651431	ZE	X
1097991	EA	4712288000806	ZE	X
1097992	EA	6291109984320	ZE	X
1097993	EA	6291109988670	ZE	X
1097994	EA	6291069769944	ZE	X
1097995	EA	6291069769470	ZE	X
1097996	EA	6291069769494	ZE	X
1097997	EA	6291069770506	ZE	X
1097998	EA	6291069770513	ZE	X
1097999	EA	6291069770827	ZE	X
1098000	EA	6291069770834	ZE	X
1098001	EA	6291069770841	ZE	X
1098002	EA	3086123644984	ZE	X
1098003	EA	3086123644885	ZE	X
1098004	EA	3086123644939	ZE	X
1098005	EA	3086123480926	ZE	X
1098006	EA	70330749382	ZE	X
1098020	EA	690277663543	ZE	X
1098021	EA	690277663550	ZE	X
1098022	EA	690277663567	ZE	X
1098023	EA	690277663574	ZE	X
1098024	EA	690277663611	ZE	X
1098025	EA	690277663628	ZE	X
1098026	EA	690277663635	ZE	X
1098027	EA	690277663581	ZE	X
1098028	EA	690277663598	ZE	X
1098029	EA	690277663604	ZE	X
1098030	EA	8268039184840	ZE	X
1098031	EA	690277655098	ZE	X
1098032	EA	7268039181920	ZE	X
1103750	EA	89686420852	ZE	X
1103751	EA	8076809581868	ZE	X
1103752	EA	788821003478	ZE	X
1127499	EA	2000000122730	ZE	X
1127500	EA	8718951188761	ZE	X
1127501	EA	73300092391	ZE	X
1127502	EA	73300092393	ZE	X
1163366	EA	6290360342382	ZE	X
1163899	EA	68400001386	ZE	X
1163903	EA	4800575140370	ZE	X
1172116	EA	2000022017480	ZE	X
1040746	EA	8998866501736	ZE	X
1040747	EA	8998866501927	ZE	X
1040751	EA	8998866501798	ZE	X
1040762	EA	8998866501880	ZE	X
1040843	EA	6297000730134	ZE	X
1040844	EA	6297000730080	ZE	X
1040845	EA	6297000730141	ZE	X
1040954	EA	6297001135006	ZE	X
1040955	EA	6297001135013	ZE	X
1041154	EA	6281065102029	ZE	X
1041332	EA	6942836723514	ZE	X
1041333	EA	6942836723491	ZE	X
1041450	EA	6291105893299	ZE	X
1041451	EA	6291105893305	ZE	X
1041452	EA	6291105893312	ZE	X
1041453	EA	6291105893329	ZE	X
1041454	EA	6291105893336	ZE	X
1041455	EA	6291105893343	ZE	X
1041456	EA	6291105893350	ZE	X
1041457	EA	6291105893367	ZE	X
1041458	EA	6291105893374	ZE	X
1041459	EA	6291105893381	ZE	X
1041600	EA	8801073113428	ZE	X
1041602	EA	8801073114814	ZE	X
1041606	EA	8410076900883	ZE	X
1041607	EA	8410076801289	ZE	X
1041608	EA	8410076801272	ZE	X
1041610	EA	8013399168512	ZE	X
1041615	EA	6297001059142	ZE	X
1036812	EA	8801073110502	ZE	X
1036814	EA	8801073113893	ZE	X
1036813	EA	74603003287	ZE	X
1041937	EA	38000635700	ZE	X
1041939	EA	38000635601	ZE	X
1041970	EA	3800233074383	ZE	X
1041971	EA	3800233074390	ZE	X
1041972	EA	3800233074406	ZE	X
1041973	EA	3800233074420	ZE	X
1041974	EA	3800233074413	ZE	X
1041975	EA	3800233074376	ZE	X
1042042	EA	840200008488	ZE	X
1042043	EA	840200096584	ZE	X
1042044	EA	840200007757	ZE	X
1042045	EA	840200008266	ZE	X
1042046	EA	840200008518	ZE	X
1042342	EA	7894904068241	ZE	X
1042419	EA	6297000019741	ZE	X
1042420	EA	6297000019888	ZE	X
1042417	EA	6291100265930	ZE	X
1042470	EA	5281009138535	ZE	X
1042471	EA	5281009138566	ZE	X
1042472	EA	5281009138559	ZE	X
1042473	EA	5281009138542	ZE	X
1042476	EA	8445290212863	ZE	X
1042478	EA	8445290145215	ZE	X
1042480	EA	7613038323701	ZE	X
1042538	EA	5010933011207	ZE	X
1042539	EA	5010933011238	ZE	X
1042540	EA	5010933012013	ZE	X
1042541	EA	5060072652199	ZE	X
1042677	EA	8000500359358	ZE	X
1042678	EA	6291014130850	ZE	X
1042679	EA	6291014127065	ZE	X
1042719	EA	6291079359470	ZE	X
1044235	EA	8964002487905	ZE	X
1044237	EA	8693029600140	ZE	X
1044246	EA	8691066133034	ZE	X
1044247	EA	8691066262031	ZE	X
1044249	EA	9556923002887	ZE	X
1044279	EA	7622100763659	ZE	X
1044280	EA	7622100763840	ZE	X
1044281	EA	7622100763710	ZE	X
1044282	EA	7622100763680	ZE	X
1044283	EA	7622100763772	ZE	X
1044284	EA	7622100763741	ZE	X
1044285	EA	7622100763819	ZE	X
1044286	EA	7622100685616	ZE	X
1044287	EA	7622100763932	ZE	X
1044288	EA	7622100763871	ZE	X
1044289	EA	7622100763901	ZE	X
1044306	EA	8699141058098	ZE	X
1044957	EA	8690997084804	ZE	X
1045282	EA	6281007063609	ZE	X
1045283	EA	6281007063623	ZE	X
1045284	EA	6281007063647	ZE	X
1045285	EA	6281007063661	ZE	X
1045287	EA	6291034005336	ZE	X
1045322	EA	7896423423822	ZE	X
1045348	EA	6291109600381	ZE	X
1045349	EA	6291109603559	ZE	X
1045405	EA	3068320129402	ZE	X
1045415	EA	6281036024022	ZE	X
1045416	EA	6281036024077	ZE	X
1045450	EA	90494857	ZE	X
1045455	EA	6942836722999	ZE	X
1045456	EA	6942836723057	ZE	X
1045487	EA	6291003022104	ZE	X
1045490	EA	6291003022340	ZE	X
1045494	EA	8445290023636	ZE	X
1045495	EA	8445290025463	ZE	X
1045496	EA	8445290025449	ZE	X
1045498	EA	6281034907754	ZE	X
1047142	EA	8000350005375	ZE	X
1047143	EA	8000350005368	ZE	X
1047170	EA	8000350003029	ZE	X
1047171	EA	8000350003043	ZE	X
1047203	EA	9501033113602	ZE	X
1047539	EA	4800552169257	ZE	X
1047540	EA	4800552169233	ZE	X
1048280	EA	6298044096460	ZE	X
1048285	EA	9556121028757	ZE	X
1048312	EA	4030600327104	ZE	X
1045402	EA	80854357	ZE	X
1045403	EA	80820970	ZE	X
1048813	EA	7622201719852	ZE	X
1049548	EA	6281021540001	ZE	X
1049549	EA	6281021539906	ZE	X
1049566	EA	6281100354031	ZE	X
1049567	EA	6281100358527	ZE	X
1049569	EA	7622100686293	ZE	X
1049570	EA	7622100686286	ZE	X
1051221	EA	8992741905718	ZE	X
1051253	EA	6285572000632	ZE	X
1051255	EA	6285572000625	ZE	X
1051256	EA	6285572001639	ZE	X
1051528	EA	6290400001613	ZE	X
1051529	EA	6290400001620	ZE	X
1051530	EA	6290400001644	ZE	X
1051531	EA	6290400001637	ZE	X
1051567	EA	7622100686309	ZE	X
1051596	EA	6294017121214	ZE	X
1051764	EA	617241003488	ZE	X
1051772	EA	6294017119235	ZE	X
1052218	EA	8908010213231	ZE	X
1052219	EA	8908010213224	ZE	X
1052220	EA	8908010213118	ZE	X
1052221	EA	8908010213132	ZE	X
1052222	EA	5060398490864	ZE	X
1052223	EA	5060398490840	ZE	X
1052224	EA	5060398490826	ZE	X
1052225	EA	5060398490888	ZE	X
1052226	EA	5060398490925	ZE	X
1052227	EA	5060398490901	ZE	X
1052228	EA	850040427264	ZE	X
1052229	EA	850040427516	ZE	X
1052230	EA	850040427257	ZE	X
1052231	EA	850040427271	ZE	X
1052232	EA	2022858561869	ZE	X
1052233	EA	6480000028244	ZE	X
1052235	EA	745125746883	ZE	X
1052236	EA	6251007987748	ZE	X
1052237	EA	6251007987755	ZE	X
1052238	EA	6251007987779	ZE	X
1052239	EA	6251007987786	ZE	X
1052240	EA	6281017203644	ZE	X
1052336	EA	98000010099	ZE	X
1052365	EA	6291053900018	ZE	X
1052378	EA	6291107379708	ZE	X
1052379	EA	6290361830024	ZE	X
1052377	EA	6291107379715	ZE	X
1052381	EA	123555	ZE	X
1052383	EA	8906091694758	ZE	X
1052384	EA	6290360451428	ZE	X
1052385	EA	6290360451435	ZE	X
1052386	EA	6290360451466	ZE	X
1052387	EA	6290360451473	ZE	X
1052392	EA	5056141855530	ZE	X
1052393	EA	5056141889436	ZE	X
1052398	EA	1000510000070	ZE	X
1052399	EA	1000510000087	ZE	X
1052400	EA	1000510001138	ZE	X
1052401	EA	1000510001114	ZE	X
1052405	EA	6291106449273	ZE	X
1052409	EA	6480000019495	ZE	X
1052410	EA	6480000028527	ZE	X
1052411	EA	2021087049766	ZE	X
1052412	EA	6464654352863	ZE	X
1052413	EA	6223002232406	ZE	X
1052414	EA	6223002232444	ZE	X
1052415	EA	6223002232468	ZE	X
1052416	EA	6223002232420	ZE	X
1052417	EA	8700216111850	ZE	X
1052418	EA	8001090266866	ZE	X
1052419	EA	6085015560088	ZE	X
1052420	EA	6085015560118	ZE	X
1052421	EA	6291108331194	ZE	X
1052422	EA	5005202170914	ZE	X
1052423	EA	6290360351612	ZE	X
1052424	EA	6291101138707	ZE	X
1052426	EA	1000510001145	ZE	X
1052427	EA	3631600500002	ZE	X
1052430	EA	6514747042437	ZE	X
1052431	EA	6666666650610	ZE	X
1052432	EA	6514747042451	ZE	X
1052433	EA	6291108931639	ZE	X
1052434	EA	6291108931226	ZE	X
1052435	EA	6291002711245	ZE	X
1052436	EA	6291079255086	ZE	X
1052437	EA	6291108861745	ZE	X
1052438	EA	6291106423365	ZE	X
1052439	EA	5054563994196	ZE	X
1052440	EA	9317129041397	ZE	X
1052441	EA	8964002527823	ZE	X
1052442	EA	8964002527816	ZE	X
1052443	EA	7616100686353	ZE	X
1052444	EA	4003490052937	ZE	X
1052447	EA	7616100598984	ZE	X
1052448	EA	7616100163731	ZE	X
1052449	EA	4003490050599	ZE	X
1052450	EA	7616100926817	ZE	X
1052451	EA	87295627	ZE	X
1052452	EA	87295610	ZE	X
1052453	EA	87295603	ZE	X
1052454	EA	4003490099352	ZE	X
1052455	EA	4003490199038	ZE	X
1052456	EA	4003490090595	ZE	X
1052457	EA	4003490090601	ZE	X
1052458	EA	5701215001541	ZE	X
1052459	EA	5701215001534	ZE	X
1052460	EA	5704025022348	ZE	X
1052461	EA	8908010999296	ZE	X
1052462	EA	8908010999463	ZE	X
1052463	EA	8908010999272	ZE	X
1052464	EA	8908010999289	ZE	X
1052465	EA	8908010999586	ZE	X
1052466	EA	8908010999579	ZE	X
1052467	EA	4005008143335	ZE	X
1052468	EA	4004767750013	ZE	X
1052469	EA	4004202327053	ZE	X
1052470	EA	6297000402048	ZE	X
1052471	EA	6291108559666	ZE	X
1052474	EA	3574661727127	ZE	X
1052475	EA	3574661727134	ZE	X
1052476	EA	731124400116	ZE	X
1052477	EA	731124400093	ZE	X
1052478	EA	731124400123	ZE	X
1052479	EA	6521052157893	ZE	X
1052480	EA	2023108839318	ZE	X
1052481	EA	2023048537084	ZE	X
1052482	EA	6464654316162	ZE	X
1052483	EA	2022212849831	ZE	X
1052484	EA	3086120600020	ZE	X
1052485	EA	7891515604318	ZE	X
1052486	EA	6297001144008	ZE	X
1052487	EA	6297001144091	ZE	X
1052488	EA	8683130045770	ZE	X
1052489	EA	6271100185339	ZE	X
1052490	EA	6271100185315	ZE	X
1052492	EA	6009602781397	ZE	X
1052493	EA	6281007065740	ZE	X
1052494	EA	6281007065832	ZE	X
1052495	EA	6281007063500	ZE	X
1052496	EA	6281007067577	ZE	X
1052497	EA	6281007070584	ZE	X
1052498	EA	6281007066563	ZE	X
1052505	EA	6290361530580	ZE	X
1052506	EA	6290361530597	ZE	X
1052507	EA	5285007490824	ZE	X
1052508	EA	5285007490602	ZE	X
1052509	EA	5285007491142	ZE	X
1052510	EA	5285007490862	ZE	X
1052511	EA	5285007491081	ZE	X
1052512	EA	5449000957474	ZE	X
1052513	EA	5449000320018	ZE	X
1052514	EA	5449000958396	ZE	X
1052515	EA	8907734004637	ZE	X
1052516	EA	8907734007300	ZE	X
1052517	EA	8907734007317	ZE	X
1052518	EA	8907734004712	ZE	X
1052519	EA	8907734004682	ZE	X
1052520	EA	8907734004798	ZE	X
1052521	EA	8907734004705	ZE	X
1052522	EA	9905234004699	ZE	X
1052523	EA	6222024101110	ZE	X
1052524	EA	8716200680264	ZE	X
1052525	EA	6291100763771	ZE	X
1052526	EA	5201811006679	ZE	X
1052527	EA	7268039181234	ZE	X
1052528	EA	4568039181016	ZE	X
1052529	EA	2568039182022	ZE	X
1052530	EA	1568023421428	ZE	X
1052531	EA	1568023430741	ZE	X
1052532	EA	1568023423064	ZE	X
1052533	EA	7790580602000	ZE	X
1052534	EA	7790580414962	ZE	X
1052535	EA	8691707095127	ZE	X
1052536	EA	8691707057149	ZE	X
1052537	EA	6221134010985	ZE	X
1052538	EA	6285835000171	ZE	X
1052539	EA	7896423434927	ZE	X
1052542	EA	5900951028502	ZE	X
1052543	EA	4009900545877	ZE	X
1052544	EA	4009900545778	ZE	X
1052545	EA	4009900545808	ZE	X
1052546	EA	4009900545846	ZE	X
1052547	EA	4009900545167	ZE	X
1052548	EA	4009900545402	ZE	X
1052549	EA	4009900543330	ZE	X
1052550	EA	6221134011319	ZE	X
1052551	EA	4009900545563	ZE	X
1052552	EA	4009900545594	ZE	X
1052553	EA	6285835000188	ZE	X
1052554	EA	5000159553834	ZE	X
1052555	EA	8000500205051	ZE	X
1052556	EA	5000159553858	ZE	X
1052557	EA	7622210989246	ZE	X
1052558	EA	7622210881519	ZE	X
1052559	EA	5000159438544	ZE	X
1052560	EA	7613287574114	ZE	X
1052561	EA	7613287898593	ZE	X
1052562	EA	7613287898951	ZE	X
1052565	EA	8445290476142	ZE	X
1052566	EA	8445290657060	ZE	X
1052567	EA	5000159503617	ZE	X
1052568	EA	7613036141956	ZE	X
1052569	EA	5000159503891	ZE	X
1052570	EA	5010029230284	ZE	X
1052571	EA	3518071472048	ZE	X
1052572	EA	617950205425	ZE	X
1052573	EA	8801038590004	ZE	X
1052574	EA	8801038591148	ZE	X
1052575	EA	8852756123722	ZE	X
1052576	EA	8852756122732	ZE	X
1052577	EA	8852756122749	ZE	X
1052578	EA	6297000646475	ZE	X
1052579	EA	6297000646476	ZE	X
1052580	EA	8000000092786	ZE	X
1052581	EA	8901393025804	ZE	X
1052582	EA	8723400827771	ZE	X
1052583	EA	5099514400159	ZE	X
1052584	EA	5099514400012	ZE	X
1052585	EA	8700216306188	ZE	X
1052586	EA	8700216306195	ZE	X
1052587	EA	8700216306089	ZE	X
1052588	EA	8700216306119	ZE	X
1052590	EA	6223003806583	ZE	X
1052591	EA	12000028632	ZE	X
1052592	EA	1206201	ZE	X
1052593	EA	12000194214	ZE	X
1052594	EA	12000130311	ZE	X
1052595	EA	5013665116714	ZE	X
1052599	EA	5013665103752	ZE	X
1052601	EA	4902102038690	ZE	X
1052602	EA	4902102144995	ZE	X
1052603	EA	4902102038720	ZE	X
1052604	EA	7613287418159	ZE	X
1052605	EA	8445290752116	ZE	X
1052606	EA	8445290750679	ZE	X
1052607	EA	7622210817532	ZE	X
1052608	EA	5060402904752	ZE	X
1052609	EA	7622210764744	ZE	X
1052610	EA	5000159530736	ZE	X
1052611	EA	7613037051230	ZE	X
1052612	EA	5449000006509	ZE	X
1052613	EA	5000354907456	ZE	X
1052614	EA	5010115822362	ZE	X
1052615	EA	5010115822348	ZE	X
1052616	EA	5010115924752	ZE	X
1052617	EA	3800020415009	ZE	X
1052618	EA	8445290553409	ZE	X
1052619	EA	7613035989153	ZE	X
1052620	EA	7613034309563	ZE	X
1052621	EA	5056357906293	ZE	X
1052622	EA	7613037037852	ZE	X
1052623	EA	5411188300243	ZE	X
1052624	EA	5411188083191	ZE	X
1052625	EA	5034660021582	ZE	X
1052626	EA	5034660021421	ZE	X
1052627	EA	5015612021256	ZE	X
1052628	EA	3166298521300	ZE	X
1052629	EA	5000225062550	ZE	X
1052630	EA	8076809569088	ZE	X
1052631	EA	5000168194127	ZE	X
1052632	EA	5000225057723	ZE	X
1052633	EA	5000225057754	ZE	X
1052634	EA	5000225057730	ZE	X
1052635	EA	5000225057716	ZE	X
1052636	EA	5000225057709	ZE	X
1052637	EA	5010102115491	ZE	X
1052638	EA	8002270018213	ZE	X
1052639	EA	5010102243309	ZE	X
1052640	EA	5010102242883	ZE	X
1052641	EA	5010459005025	ZE	X
1052642	EA	5010459005216	ZE	X
1052643	EA	50115105	ZE	X
1052644	EA	8906000220603	ZE	X
1052645	EA	8410076600806	ZE	X
1052646	EA	5000168040806	ZE	X
1052647	EA	5060060386068	ZE	X
1052648	EA	50225279	ZE	X
1052649	EA	5054267003385	ZE	X
1052650	EA	5000382115298	ZE	X
1052651	EA	5000382115311	ZE	X
1052652	EA	5000234049764	ZE	X
1052653	EA	5000234049771	ZE	X
1052654	EA	5000234051545	ZE	X
1052655	EA	5053990127641	ZE	X
1052656	EA	5053990127726	ZE	X
1052657	EA	5053990127733	ZE	X
1052658	EA	5053990127740	ZE	X
1052659	EA	5019989103072	ZE	X
1052660	EA	5000354924408	ZE	X
1052661	EA	5000382115007	ZE	X
1052662	EA	5000382114802	ZE	X
1052663	EA	5000382114406	ZE	X
1052664	EA	4002359644702	ZE	X
1052665	EA	4002359642234	ZE	X
1052668	EA	8901031011954	ZE	X
1052669	EA	8901031011961	ZE	X
1052670	EA	8901031000606	ZE	X
1052671	EA	8901031000903	ZE	X
1052746	EA	7896423414783	ZE	X
1053802	EA	6297001274637	ZE	X
1053803	EA	6297001274644	ZE	X
1053813	EA	8690504103073	ZE	X
1054441	EA	3272310000415	ZE	X
1054442	EA	3054204109066	ZE	X
1054443	EA	3272310000514	ZE	X
1054444	EA	3272316001027	ZE	X
1054445	EA	3272316001065	ZE	X
1054446	EA	3272316001461	ZE	X
1054447	EA	3272310006011	ZE	X
1054448	EA	3272310505026	ZE	X
1054449	EA	3272311305038	ZE	X
1054450	EA	3272310008541	ZE	X
1054451	EA	3272310008589	ZE	X
1054452	EA	8696287301514	ZE	X
1054453	EA	8696287301521	ZE	X
1054454	EA	8696287301538	ZE	X
1054455	EA	8696287301545	ZE	X
1054456	EA	8696287301552	ZE	X
1054457	EA	8696287301569	ZE	X
1054458	EA	8696287301576	ZE	X
1054459	EA	8696287301583	ZE	X
1054460	EA	8696287301590	ZE	X
1054461	EA	8000235000730	ZE	X
1054462	EA	8000235000747	ZE	X
1054463	EA	8000235005254	ZE	X
1054464	EA	4061000500880	ZE	X
1054465	EA	4061000500873	ZE	X
1054466	EA	4061000500897	ZE	X
1054467	EA	4061000500903	ZE	X
1054468	EA	4061000500965	ZE	X
1054469	EA	4061000500958	ZE	X
1054470	EA	4061000500972	ZE	X
1054471	EA	4061000500989	ZE	X
1054472	EA	4061000500927	ZE	X
1054473	EA	4061000500910	ZE	X
1054474	EA	4061000500934	ZE	X
1054475	EA	4061000500941	ZE	X
1054476	EA	1000064873441	ZE	X
1054477	EA	1000064873489	ZE	X
1054479	EA	6903283636017	ZE	X
1054480	EA	6464651226594	ZE	X
1054481	EA	6464651288608	ZE	X
1054482	EA	6464651118639	ZE	X
1054483	EA	6464651118523	ZE	X
1054484	EA	6464652370807	ZE	X
1054485	EA	6464652147744	ZE	X
1054486	EA	6464651617354	ZE	X
1054487	EA	6464652343085	ZE	X
1054488	EA	6464651996749	ZE	X
1054489	EA	6464651805898	ZE	X
1054490	EA	6464650800405	ZE	X
1054491	EA	6464650800474	ZE	X
1054492	EA	6464651054500	ZE	X
1054493	EA	6464651520708	ZE	X
1054494	EA	6464652346147	ZE	X
1054495	EA	6464648344959	ZE	X
1054496	EA	6464651686596	ZE	X
1054497	EA	6464648778143	ZE	X
1054498	EA	6464650761614	ZE	X
1054499	EA	6464651284983	ZE	X
1054500	EA	6464650915079	ZE	X
1054501	EA	6464648459097	ZE	X
1054502	EA	6464651242273	ZE	X
1054503	EA	6464647338034	ZE	X
1054504	EA	6464652591615	ZE	X
